"DCF_Region","Year","Demographic","Out_of_State","Type of Placement","tot_Value","Measure Type","Variable"
"Region 6: Central","SFY 2004-2005","White","In State","PDC or Safe Home",8,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","White","In State","Relative Foster Care",96,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","White","In State","Residential Treatment Center",36,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","White","In State","Shelter",6,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","White","In State","Solnit Center",3,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","White","In State","Special Study",13,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","White","In State","Therapeutic Foster Care",35,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","White","In State","Total",335,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","White","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","White","Out of State","Foster Care",6,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","White","Out of State","Group Home",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","White","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","White","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","White","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","White","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","White","Out of State","Relative Foster Care",1,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","White","Out of State","Residential Treatment Center",38,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","White","Out of State","Shelter",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","White","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","White","Out of State","Special Study",0,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","White","Out of State","Therapeutic Foster Care",4,"Number","Children in Placement"
"Region 6: Central","SFY 2004-2005","White","Out of State","Total",49,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Black","In State","Connecticut Juvenile Training School",1,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Black","In State","Foster Care",24,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Black","In State","Group Home",11,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Black","In State","High Meadows",2,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Black","In State","Independent Living",4,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Black","In State","Medical or Psychiatric Hospital Placement",1,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Black","In State","PDC or Safe Home",7,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Black","In State","Relative Foster Care",24,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Black","In State","Residential Treatment Center",11,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Black","In State","Shelter",5,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Black","In State","Solnit Center",1,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Black","In State","Special Study",3,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Black","In State","Therapeutic Foster Care",22,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Black","In State","Total",116,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Black","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Black","Out of State","Foster Care",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Black","Out of State","Group Home",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Black","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Black","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Black","Out of State","Medical or Psychiatric Hospital Placement",1,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Black","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Black","Out of State","Relative Foster Care",4,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Black","Out of State","Residential Treatment Center",2,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Black","Out of State","Shelter",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Black","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Black","Out of State","Special Study",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Black","Out of State","Therapeutic Foster Care",1,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Black","Out of State","Total",8,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Hispanic","In State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Hispanic","In State","Foster Care",96,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Hispanic","In State","Group Home",20,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Hispanic","In State","High Meadows",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Hispanic","In State","Independent Living",11,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Hispanic","In State","Medical or Psychiatric Hospital Placement",2,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Hispanic","In State","PDC or Safe Home",9,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Hispanic","In State","Relative Foster Care",71,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Hispanic","In State","Residential Treatment Center",29,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Hispanic","In State","Shelter",7,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Hispanic","In State","Solnit Center",4,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Hispanic","In State","Special Study",12,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Hispanic","In State","Therapeutic Foster Care",42,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Hispanic","In State","Total",303,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Hispanic","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Hispanic","Out of State","Foster Care",6,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Hispanic","Out of State","Group Home",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Hispanic","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Hispanic","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Hispanic","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Hispanic","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Hispanic","Out of State","Relative Foster Care",13,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Hispanic","Out of State","Residential Treatment Center",12,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Hispanic","Out of State","Shelter",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Hispanic","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Hispanic","Out of State","Special Study",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Hispanic","Out of State","Therapeutic Foster Care",4,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Hispanic","Out of State","Total",35,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Other","In State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Other","In State","Foster Care",15,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Other","In State","Group Home",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Other","In State","High Meadows",2,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Other","In State","Independent Living",1,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Other","In State","Medical or Psychiatric Hospital Placement",1,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Other","In State","PDC or Safe Home",2,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Other","In State","Relative Foster Care",13,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Other","In State","Residential Treatment Center",2,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Other","In State","Shelter",1,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Other","In State","Solnit Center",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Other","In State","Special Study",1,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Other","In State","Therapeutic Foster Care",2,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Other","In State","Total",40,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Other","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Other","Out of State","Foster Care",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Other","Out of State","Group Home",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Other","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Other","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Other","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Other","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Other","Out of State","Relative Foster Care",1,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Other","Out of State","Residential Treatment Center",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Other","Out of State","Shelter",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Other","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Other","Out of State","Special Study",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Other","Out of State","Therapeutic Foster Care",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Other","Out of State","Total",1,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Total","In State","Connecticut Juvenile Training School",1,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Total","In State","Foster Care",228,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Total","In State","Group Home",52,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Total","In State","High Meadows",4,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Total","In State","Independent Living",29,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Total","In State","Medical or Psychiatric Hospital Placement",4,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Total","In State","PDC or Safe Home",24,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Total","In State","Relative Foster Care",190,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Total","In State","Residential Treatment Center",74,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Total","In State","Shelter",19,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Total","In State","Solnit Center",8,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Total","In State","Special Study",27,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Total","In State","Therapeutic Foster Care",116,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Total","In State","Total",776,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Total","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Total","Out of State","Foster Care",11,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Total","Out of State","Group Home",1,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Total","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Total","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Total","Out of State","Medical or Psychiatric Hospital Placement",1,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Total","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Total","Out of State","Relative Foster Care",18,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Total","Out of State","Residential Treatment Center",33,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Total","Out of State","Shelter",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Total","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Total","Out of State","Special Study",1,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Total","Out of State","Therapeutic Foster Care",6,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","Total","Out of State","Total",71,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","White","In State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","White","In State","Foster Care",93,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","White","In State","Group Home",21,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","White","In State","High Meadows",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","White","In State","Independent Living",13,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","White","In State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","White","In State","PDC or Safe Home",6,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","White","In State","Relative Foster Care",82,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","White","In State","Residential Treatment Center",32,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","White","In State","Shelter",6,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","White","In State","Solnit Center",3,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","White","In State","Special Study",11,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","White","In State","Therapeutic Foster Care",50,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","White","In State","Total",317,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","White","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","White","Out of State","Foster Care",5,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","White","Out of State","Group Home",1,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","White","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","White","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","White","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","White","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","White","Out of State","Relative Foster Care",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","White","Out of State","Residential Treatment Center",19,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","White","Out of State","Shelter",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","White","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","White","Out of State","Special Study",1,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","White","Out of State","Therapeutic Foster Care",1,"Number","Children in Placement"
"Region 6: Central","SFY 2005-2006","White","Out of State","Total",27,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Black","In State","Connecticut Juvenile Training School",2,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Black","In State","Foster Care",29,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Black","In State","Group Home",9,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Black","In State","High Meadows",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Black","In State","Independent Living",6,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Black","In State","Medical or Psychiatric Hospital Placement",1,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Black","In State","PDC or Safe Home",1,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Black","In State","Relative Foster Care",20,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Black","In State","Residential Treatment Center",11,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Black","In State","Shelter",3,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Black","In State","Solnit Center",1,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Black","In State","Special Study",4,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Black","In State","Therapeutic Foster Care",26,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Black","In State","Total",113,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Black","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Black","Out of State","Foster Care",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Black","Out of State","Group Home",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Black","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Black","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Black","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Black","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Black","Out of State","Relative Foster Care",9,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Black","Out of State","Residential Treatment Center",3,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Black","Out of State","Shelter",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Black","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Black","Out of State","Special Study",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Black","Out of State","Therapeutic Foster Care",1,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Black","Out of State","Total",13,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Hispanic","In State","Connecticut Juvenile Training School",6,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Hispanic","In State","Foster Care",79,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Hispanic","In State","Group Home",18,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Hispanic","In State","High Meadows",1,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Hispanic","In State","Independent Living",14,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Hispanic","In State","Medical or Psychiatric Hospital Placement",1,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Hispanic","In State","PDC or Safe Home",9,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Hispanic","In State","Relative Foster Care",77,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Hispanic","In State","Residential Treatment Center",21,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Hispanic","In State","Shelter",8,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Hispanic","In State","Solnit Center",3,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Hispanic","In State","Special Study",16,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Hispanic","In State","Therapeutic Foster Care",54,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Hispanic","In State","Total",307,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Hispanic","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Hispanic","Out of State","Foster Care",8,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Hispanic","Out of State","Group Home",1,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Hispanic","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Hispanic","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Hispanic","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Hispanic","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Hispanic","Out of State","Relative Foster Care",9,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Hispanic","Out of State","Residential Treatment Center",8,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Hispanic","Out of State","Shelter",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Hispanic","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Hispanic","Out of State","Special Study",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Hispanic","Out of State","Therapeutic Foster Care",1,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Hispanic","Out of State","Total",27,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Other","In State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Other","In State","Foster Care",24,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Other","In State","Group Home",2,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Other","In State","High Meadows",1,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Other","In State","Independent Living",1,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Other","In State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Other","In State","PDC or Safe Home",2,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Other","In State","Relative Foster Care",11,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Other","In State","Residential Treatment Center",6,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Other","In State","Shelter",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Other","In State","Solnit Center",1,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Other","In State","Special Study",4,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Other","In State","Therapeutic Foster Care",6,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Other","In State","Total",58,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Other","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Other","Out of State","Foster Care",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Other","Out of State","Group Home",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Other","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Other","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Other","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Other","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Other","Out of State","Relative Foster Care",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Other","Out of State","Residential Treatment Center",1,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Other","Out of State","Shelter",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Other","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Other","Out of State","Special Study",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Other","Out of State","Therapeutic Foster Care",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Other","Out of State","Total",1,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Total","In State","Connecticut Juvenile Training School",8,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Total","In State","Foster Care",231,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Total","In State","Group Home",56,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Total","In State","High Meadows",2,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Total","In State","Independent Living",32,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Total","In State","Medical or Psychiatric Hospital Placement",4,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Total","In State","PDC or Safe Home",28,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Total","In State","Relative Foster Care",191,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Total","In State","Residential Treatment Center",75,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Total","In State","Shelter",12,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Total","In State","Solnit Center",9,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Total","In State","Special Study",37,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Total","In State","Therapeutic Foster Care",144,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Total","In State","Total",829,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Total","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Total","Out of State","Foster Care",12,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Total","Out of State","Group Home",3,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Total","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Total","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Total","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Total","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Total","Out of State","Relative Foster Care",20,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Total","Out of State","Residential Treatment Center",20,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Total","Out of State","Shelter",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Total","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Total","Out of State","Special Study",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Total","Out of State","Therapeutic Foster Care",3,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","Total","Out of State","Total",58,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","White","In State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","White","In State","Foster Care",99,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","White","In State","Group Home",27,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","White","In State","High Meadows",0,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","White","In State","Independent Living",11,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","White","In State","Medical or Psychiatric Hospital Placement",2,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","White","In State","PDC or Safe Home",16,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","White","In State","Relative Foster Care",83,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","White","In State","Residential Treatment Center",37,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","White","In State","Shelter",1,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","White","In State","Solnit Center",4,"Number","Children in Placement"
"Region 6: Central","SFY 2006-2007","White","In State","Special Study",13,"Number","Children in Placement"
