"Region","Year","Race/Ethnicity","Location of Placement","Type of Placement","Measure Type","Variable","Value"
"Region 6: Central","SFY 2007-2008","Hispanic","In State","Solnit Center","Number","Children in Placement",6
"Region 6: Central","SFY 2007-2008","Hispanic","In State","Connecticut Juvenile Training School","Number","Children in Placement",3
"Region 6: Central","SFY 2007-2008","Hispanic","In State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",1
"Region 6: Central","SFY 2007-2008","Hispanic","In State","Independent Living","Number","Children in Placement",11
"Region 6: Central","SFY 2007-2008","Hispanic","In State","Total","Number","Children in Placement",320
"Region 6: Central","SFY 2007-2008","Hispanic","Out of State","Foster Care","Number","Children in Placement",6
"Region 6: Central","SFY 2007-2008","Hispanic","Out of State","Relative Foster Care","Number","Children in Placement",4
"Region 6: Central","SFY 2007-2008","Hispanic","Out of State","Special Study","Number","Children in Placement",0
"Region 6: Central","SFY 2007-2008","Hispanic","Out of State","Therapeutic Foster Care","Number","Children in Placement",0
"Region 6: Central","SFY 2007-2008","Hispanic","Out of State","PDC or Safe Home","Number","Children in Placement",0
"Region 6: Central","SFY 2007-2008","Hispanic","Out of State","Shelter","Number","Children in Placement",0
"Region 6: Central","SFY 2007-2008","Hispanic","Out of State","Group Home","Number","Children in Placement",0
"Region 6: Central","SFY 2007-2008","Hispanic","Out of State","Residential Treatment Center","Number","Children in Placement",7
"Region 6: Central","SFY 2007-2008","Hispanic","Out of State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2007-2008","Hispanic","Out of State","Solnit Center","Number","Children in Placement",0
"Region 6: Central","SFY 2007-2008","Hispanic","Out of State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 6: Central","SFY 2007-2008","Hispanic","Out of State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 6: Central","SFY 2007-2008","Hispanic","Out of State","Independent Living","Number","Children in Placement",0
"Region 6: Central","SFY 2007-2008","Hispanic","Out of State","Total","Number","Children in Placement",17
"Region 6: Central","SFY 2007-2008","Other","In State","Foster Care","Number","Children in Placement",17
"Region 6: Central","SFY 2007-2008","Other","In State","Relative Foster Care","Number","Children in Placement",13
"Region 6: Central","SFY 2007-2008","Other","In State","Special Study","Number","Children in Placement",5
"Region 6: Central","SFY 2007-2008","Other","In State","Therapeutic Foster Care","Number","Children in Placement",4
"Region 6: Central","SFY 2007-2008","Other","In State","PDC or Safe Home","Number","Children in Placement",0
"Region 6: Central","SFY 2007-2008","Other","In State","Shelter","Number","Children in Placement",1
"Region 6: Central","SFY 2007-2008","Other","In State","Group Home","Number","Children in Placement",2
"Region 6: Central","SFY 2007-2008","Other","In State","Residential Treatment Center","Number","Children in Placement",3
"Region 6: Central","SFY 2007-2008","Other","In State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2007-2008","Other","In State","Solnit Center","Number","Children in Placement",0
"Region 6: Central","SFY 2007-2008","Other","In State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 6: Central","SFY 2007-2008","Other","In State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 6: Central","SFY 2007-2008","Other","In State","Independent Living","Number","Children in Placement",0
"Region 6: Central","SFY 2007-2008","Other","In State","Total","Number","Children in Placement",45
"Region 6: Central","SFY 2007-2008","Other","Out of State","Foster Care","Number","Children in Placement",0
"Region 6: Central","SFY 2007-2008","Other","Out of State","Relative Foster Care","Number","Children in Placement",2
"Region 6: Central","SFY 2007-2008","Other","Out of State","Special Study","Number","Children in Placement",0
"Region 6: Central","SFY 2007-2008","Other","Out of State","Therapeutic Foster Care","Number","Children in Placement",0
"Region 6: Central","SFY 2007-2008","Other","Out of State","PDC or Safe Home","Number","Children in Placement",0
"Region 6: Central","SFY 2007-2008","Other","Out of State","Shelter","Number","Children in Placement",0
"Region 6: Central","SFY 2007-2008","Other","Out of State","Group Home","Number","Children in Placement",0
"Region 6: Central","SFY 2007-2008","Other","Out of State","Residential Treatment Center","Number","Children in Placement",4
"Region 6: Central","SFY 2007-2008","Other","Out of State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2007-2008","Other","Out of State","Solnit Center","Number","Children in Placement",0
"Region 6: Central","SFY 2007-2008","Other","Out of State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 6: Central","SFY 2007-2008","Other","Out of State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 6: Central","SFY 2007-2008","Other","Out of State","Independent Living","Number","Children in Placement",0
"Region 6: Central","SFY 2007-2008","Other","Out of State","Total","Number","Children in Placement",6
"Region 6: Central","SFY 2007-2008","Total","In State","Foster Care","Number","Children in Placement",207
"Region 6: Central","SFY 2007-2008","Total","In State","Relative Foster Care","Number","Children in Placement",188
"Region 6: Central","SFY 2007-2008","Total","In State","Special Study","Number","Children in Placement",42
"Region 6: Central","SFY 2007-2008","Total","In State","Therapeutic Foster Care","Number","Children in Placement",148
"Region 6: Central","SFY 2007-2008","Total","In State","PDC or Safe Home","Number","Children in Placement",30
"Region 6: Central","SFY 2007-2008","Total","In State","Shelter","Number","Children in Placement",20
"Region 6: Central","SFY 2007-2008","Total","In State","Group Home","Number","Children in Placement",58
"Region 6: Central","SFY 2007-2008","Total","In State","Residential Treatment Center","Number","Children in Placement",70
"Region 6: Central","SFY 2007-2008","Total","In State","High Meadows","Number","Children in Placement",3
"Region 6: Central","SFY 2007-2008","Total","In State","Solnit Center","Number","Children in Placement",16
"Region 6: Central","SFY 2007-2008","Total","In State","Connecticut Juvenile Training School","Number","Children in Placement",5
"Region 6: Central","SFY 2007-2008","Total","In State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",3
"Region 6: Central","SFY 2007-2008","Total","In State","Independent Living","Number","Children in Placement",23
"Region 6: Central","SFY 2007-2008","Total","In State","Total","Number","Children in Placement",813
"Region 6: Central","SFY 2007-2008","Total","Out of State","Foster Care","Number","Children in Placement",10
"Region 6: Central","SFY 2007-2008","Total","Out of State","Relative Foster Care","Number","Children in Placement",16
"Region 6: Central","SFY 2007-2008","Total","Out of State","Special Study","Number","Children in Placement",1
"Region 6: Central","SFY 2007-2008","Total","Out of State","Therapeutic Foster Care","Number","Children in Placement",1
"Region 6: Central","SFY 2007-2008","Total","Out of State","PDC or Safe Home","Number","Children in Placement",0
"Region 6: Central","SFY 2007-2008","Total","Out of State","Shelter","Number","Children in Placement",0
"Region 6: Central","SFY 2007-2008","Total","Out of State","Group Home","Number","Children in Placement",0
"Region 6: Central","SFY 2007-2008","Total","Out of State","Residential Treatment Center","Number","Children in Placement",23
"Region 6: Central","SFY 2007-2008","Total","Out of State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2007-2008","Total","Out of State","Solnit Center","Number","Children in Placement",0
"Region 6: Central","SFY 2007-2008","Total","Out of State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 6: Central","SFY 2007-2008","Total","Out of State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 6: Central","SFY 2007-2008","Total","Out of State","Independent Living","Number","Children in Placement",0
"Region 6: Central","SFY 2007-2008","Total","Out of State","Total","Number","Children in Placement",51
"Region 6: Central","SFY 2008-2009","White","In State","Foster Care","Number","Children in Placement",71
"Region 6: Central","SFY 2008-2009","White","In State","Relative Foster Care","Number","Children in Placement",96
"Region 6: Central","SFY 2008-2009","White","In State","Special Study","Number","Children in Placement",21
"Region 6: Central","SFY 2008-2009","White","In State","Therapeutic Foster Care","Number","Children in Placement",67
"Region 6: Central","SFY 2008-2009","White","In State","PDC or Safe Home","Number","Children in Placement",9
"Region 6: Central","SFY 2008-2009","White","In State","Shelter","Number","Children in Placement",6
"Region 6: Central","SFY 2008-2009","White","In State","Group Home","Number","Children in Placement",25
"Region 6: Central","SFY 2008-2009","White","In State","Residential Treatment Center","Number","Children in Placement",18
"Region 6: Central","SFY 2008-2009","White","In State","High Meadows","Number","Children in Placement",2
"Region 6: Central","SFY 2008-2009","White","In State","Solnit Center","Number","Children in Placement",2
"Region 6: Central","SFY 2008-2009","White","In State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","White","In State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",1
"Region 6: Central","SFY 2008-2009","White","In State","Independent Living","Number","Children in Placement",12
"Region 6: Central","SFY 2008-2009","White","In State","Total","Number","Children in Placement",330
"Region 6: Central","SFY 2008-2009","White","Out of State","Foster Care","Number","Children in Placement",2
"Region 6: Central","SFY 2008-2009","White","Out of State","Relative Foster Care","Number","Children in Placement",3
"Region 6: Central","SFY 2008-2009","White","Out of State","Special Study","Number","Children in Placement",1
"Region 6: Central","SFY 2008-2009","White","Out of State","Therapeutic Foster Care","Number","Children in Placement",1
"Region 6: Central","SFY 2008-2009","White","Out of State","PDC or Safe Home","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","White","Out of State","Shelter","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","White","Out of State","Group Home","Number","Children in Placement",1
"Region 6: Central","SFY 2008-2009","White","Out of State","Residential Treatment Center","Number","Children in Placement",17
"Region 6: Central","SFY 2008-2009","White","Out of State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","White","Out of State","Solnit Center","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","White","Out of State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","White","Out of State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","White","Out of State","Independent Living","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","White","Out of State","Total","Number","Children in Placement",25
"Region 6: Central","SFY 2008-2009","Black","In State","Foster Care","Number","Children in Placement",13
"Region 6: Central","SFY 2008-2009","Black","In State","Relative Foster Care","Number","Children in Placement",21
"Region 6: Central","SFY 2008-2009","Black","In State","Special Study","Number","Children in Placement",7
"Region 6: Central","SFY 2008-2009","Black","In State","Therapeutic Foster Care","Number","Children in Placement",35
"Region 6: Central","SFY 2008-2009","Black","In State","PDC or Safe Home","Number","Children in Placement",7
"Region 6: Central","SFY 2008-2009","Black","In State","Shelter","Number","Children in Placement",4
"Region 6: Central","SFY 2008-2009","Black","In State","Group Home","Number","Children in Placement",12
"Region 6: Central","SFY 2008-2009","Black","In State","Residential Treatment Center","Number","Children in Placement",6
"Region 6: Central","SFY 2008-2009","Black","In State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","Black","In State","Solnit Center","Number","Children in Placement",2
"Region 6: Central","SFY 2008-2009","Black","In State","Connecticut Juvenile Training School","Number","Children in Placement",1
"Region 6: Central","SFY 2008-2009","Black","In State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",2
"Region 6: Central","SFY 2008-2009","Black","In State","Independent Living","Number","Children in Placement",9
"Region 6: Central","SFY 2008-2009","Black","In State","Total","Number","Children in Placement",119
"Region 6: Central","SFY 2008-2009","Black","Out of State","Foster Care","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","Black","Out of State","Relative Foster Care","Number","Children in Placement",6
"Region 6: Central","SFY 2008-2009","Black","Out of State","Special Study","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","Black","Out of State","Therapeutic Foster Care","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","Black","Out of State","PDC or Safe Home","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","Black","Out of State","Shelter","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","Black","Out of State","Group Home","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","Black","Out of State","Residential Treatment Center","Number","Children in Placement",3
"Region 6: Central","SFY 2008-2009","Black","Out of State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","Black","Out of State","Solnit Center","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","Black","Out of State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","Black","Out of State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","Black","Out of State","Independent Living","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","Black","Out of State","Total","Number","Children in Placement",9
"Region 6: Central","SFY 2008-2009","Hispanic","In State","Foster Care","Number","Children in Placement",83
"Region 6: Central","SFY 2008-2009","Hispanic","In State","Relative Foster Care","Number","Children in Placement",61
"Region 6: Central","SFY 2008-2009","Hispanic","In State","Special Study","Number","Children in Placement",16
"Region 6: Central","SFY 2008-2009","Hispanic","In State","Therapeutic Foster Care","Number","Children in Placement",56
"Region 6: Central","SFY 2008-2009","Hispanic","In State","PDC or Safe Home","Number","Children in Placement",11
"Region 6: Central","SFY 2008-2009","Hispanic","In State","Shelter","Number","Children in Placement",7
"Region 6: Central","SFY 2008-2009","Hispanic","In State","Group Home","Number","Children in Placement",26
"Region 6: Central","SFY 2008-2009","Hispanic","In State","Residential Treatment Center","Number","Children in Placement",19
"Region 6: Central","SFY 2008-2009","Hispanic","In State","High Meadows","Number","Children in Placement",3
"Region 6: Central","SFY 2008-2009","Hispanic","In State","Solnit Center","Number","Children in Placement",2
"Region 6: Central","SFY 2008-2009","Hispanic","In State","Connecticut Juvenile Training School","Number","Children in Placement",3
"Region 6: Central","SFY 2008-2009","Hispanic","In State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",1
"Region 6: Central","SFY 2008-2009","Hispanic","In State","Independent Living","Number","Children in Placement",13
"Region 6: Central","SFY 2008-2009","Hispanic","In State","Total","Number","Children in Placement",301
"Region 6: Central","SFY 2008-2009","Hispanic","Out of State","Foster Care","Number","Children in Placement",3
"Region 6: Central","SFY 2008-2009","Hispanic","Out of State","Relative Foster Care","Number","Children in Placement",2
"Region 6: Central","SFY 2008-2009","Hispanic","Out of State","Special Study","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","Hispanic","Out of State","Therapeutic Foster Care","Number","Children in Placement",2
"Region 6: Central","SFY 2008-2009","Hispanic","Out of State","PDC or Safe Home","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","Hispanic","Out of State","Shelter","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","Hispanic","Out of State","Group Home","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","Hispanic","Out of State","Residential Treatment Center","Number","Children in Placement",9
"Region 6: Central","SFY 2008-2009","Hispanic","Out of State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","Hispanic","Out of State","Solnit Center","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","Hispanic","Out of State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","Hispanic","Out of State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","Hispanic","Out of State","Independent Living","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","Hispanic","Out of State","Total","Number","Children in Placement",16
"Region 6: Central","SFY 2008-2009","Other","In State","Foster Care","Number","Children in Placement",20
"Region 6: Central","SFY 2008-2009","Other","In State","Relative Foster Care","Number","Children in Placement",9
"Region 6: Central","SFY 2008-2009","Other","In State","Special Study","Number","Children in Placement",6
"Region 6: Central","SFY 2008-2009","Other","In State","Therapeutic Foster Care","Number","Children in Placement",4
"Region 6: Central","SFY 2008-2009","Other","In State","PDC or Safe Home","Number","Children in Placement",2
"Region 6: Central","SFY 2008-2009","Other","In State","Shelter","Number","Children in Placement",1
"Region 6: Central","SFY 2008-2009","Other","In State","Group Home","Number","Children in Placement",3
"Region 6: Central","SFY 2008-2009","Other","In State","Residential Treatment Center","Number","Children in Placement",4
"Region 6: Central","SFY 2008-2009","Other","In State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","Other","In State","Solnit Center","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","Other","In State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","Other","In State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","Other","In State","Independent Living","Number","Children in Placement",1
"Region 6: Central","SFY 2008-2009","Other","In State","Total","Number","Children in Placement",50
"Region 6: Central","SFY 2008-2009","Other","Out of State","Foster Care","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","Other","Out of State","Relative Foster Care","Number","Children in Placement",1
"Region 6: Central","SFY 2008-2009","Other","Out of State","Special Study","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","Other","Out of State","Therapeutic Foster Care","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","Other","Out of State","PDC or Safe Home","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","Other","Out of State","Shelter","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","Other","Out of State","Group Home","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","Other","Out of State","Residential Treatment Center","Number","Children in Placement",2
"Region 6: Central","SFY 2008-2009","Other","Out of State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","Other","Out of State","Solnit Center","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","Other","Out of State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","Other","Out of State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","Other","Out of State","Independent Living","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","Other","Out of State","Total","Number","Children in Placement",3
"Region 6: Central","SFY 2008-2009","Total","In State","Foster Care","Number","Children in Placement",187
"Region 6: Central","SFY 2008-2009","Total","In State","Relative Foster Care","Number","Children in Placement",187
"Region 6: Central","SFY 2008-2009","Total","In State","Special Study","Number","Children in Placement",50
"Region 6: Central","SFY 2008-2009","Total","In State","Therapeutic Foster Care","Number","Children in Placement",162
"Region 6: Central","SFY 2008-2009","Total","In State","PDC or Safe Home","Number","Children in Placement",29
"Region 6: Central","SFY 2008-2009","Total","In State","Shelter","Number","Children in Placement",18
"Region 6: Central","SFY 2008-2009","Total","In State","Group Home","Number","Children in Placement",66
"Region 6: Central","SFY 2008-2009","Total","In State","Residential Treatment Center","Number","Children in Placement",47
"Region 6: Central","SFY 2008-2009","Total","In State","High Meadows","Number","Children in Placement",5
"Region 6: Central","SFY 2008-2009","Total","In State","Solnit Center","Number","Children in Placement",6
"Region 6: Central","SFY 2008-2009","Total","In State","Connecticut Juvenile Training School","Number","Children in Placement",4
"Region 6: Central","SFY 2008-2009","Total","In State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",4
"Region 6: Central","SFY 2008-2009","Total","In State","Independent Living","Number","Children in Placement",35
"Region 6: Central","SFY 2008-2009","Total","In State","Total","Number","Children in Placement",800
"Region 6: Central","SFY 2008-2009","Total","Out of State","Foster Care","Number","Children in Placement",5
"Region 6: Central","SFY 2008-2009","Total","Out of State","Relative Foster Care","Number","Children in Placement",12
"Region 6: Central","SFY 2008-2009","Total","Out of State","Special Study","Number","Children in Placement",1
"Region 6: Central","SFY 2008-2009","Total","Out of State","Therapeutic Foster Care","Number","Children in Placement",3
"Region 6: Central","SFY 2008-2009","Total","Out of State","PDC or Safe Home","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","Total","Out of State","Shelter","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","Total","Out of State","Group Home","Number","Children in Placement",1
"Region 6: Central","SFY 2008-2009","Total","Out of State","Residential Treatment Center","Number","Children in Placement",31
"Region 6: Central","SFY 2008-2009","Total","Out of State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","Total","Out of State","Solnit Center","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","Total","Out of State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","Total","Out of State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","Total","Out of State","Independent Living","Number","Children in Placement",0
"Region 6: Central","SFY 2008-2009","Total","Out of State","Total","Number","Children in Placement",53
"Region 6: Central","SFY 2009-2010","White","In State","Foster Care","Number","Children in Placement",67
"Region 6: Central","SFY 2009-2010","White","In State","Relative Foster Care","Number","Children in Placement",63
"Region 6: Central","SFY 2009-2010","White","In State","Special Study","Number","Children in Placement",19
"Region 6: Central","SFY 2009-2010","White","In State","Therapeutic Foster Care","Number","Children in Placement",63
"Region 6: Central","SFY 2009-2010","White","In State","PDC or Safe Home","Number","Children in Placement",6
"Region 6: Central","SFY 2009-2010","White","In State","Shelter","Number","Children in Placement",2
"Region 6: Central","SFY 2009-2010","White","In State","Group Home","Number","Children in Placement",26
"Region 6: Central","SFY 2009-2010","White","In State","Residential Treatment Center","Number","Children in Placement",21
"Region 6: Central","SFY 2009-2010","White","In State","High Meadows","Number","Children in Placement",3
"Region 6: Central","SFY 2009-2010","White","In State","Solnit Center","Number","Children in Placement",2
"Region 6: Central","SFY 2009-2010","White","In State","Connecticut Juvenile Training School","Number","Children in Placement",1
"Region 6: Central","SFY 2009-2010","White","In State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",1
"Region 6: Central","SFY 2009-2010","White","In State","Independent Living","Number","Children in Placement",8
"Region 6: Central","SFY 2009-2010","White","In State","Total","Number","Children in Placement",282
"Region 6: Central","SFY 2009-2010","White","Out of State","Foster Care","Number","Children in Placement",4
"Region 6: Central","SFY 2009-2010","White","Out of State","Relative Foster Care","Number","Children in Placement",3
"Region 6: Central","SFY 2009-2010","White","Out of State","Special Study","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","White","Out of State","Therapeutic Foster Care","Number","Children in Placement",1
"Region 6: Central","SFY 2009-2010","White","Out of State","PDC or Safe Home","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","White","Out of State","Shelter","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","White","Out of State","Group Home","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","White","Out of State","Residential Treatment Center","Number","Children in Placement",13
"Region 6: Central","SFY 2009-2010","White","Out of State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","White","Out of State","Solnit Center","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","White","Out of State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","White","Out of State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","White","Out of State","Independent Living","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","White","Out of State","Total","Number","Children in Placement",21
"Region 6: Central","SFY 2009-2010","Black","In State","Foster Care","Number","Children in Placement",17
"Region 6: Central","SFY 2009-2010","Black","In State","Relative Foster Care","Number","Children in Placement",13
"Region 6: Central","SFY 2009-2010","Black","In State","Special Study","Number","Children in Placement",2
"Region 6: Central","SFY 2009-2010","Black","In State","Therapeutic Foster Care","Number","Children in Placement",30
"Region 6: Central","SFY 2009-2010","Black","In State","PDC or Safe Home","Number","Children in Placement",2
"Region 6: Central","SFY 2009-2010","Black","In State","Shelter","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Black","In State","Group Home","Number","Children in Placement",14
"Region 6: Central","SFY 2009-2010","Black","In State","Residential Treatment Center","Number","Children in Placement",3
"Region 6: Central","SFY 2009-2010","Black","In State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Black","In State","Solnit Center","Number","Children in Placement",1
"Region 6: Central","SFY 2009-2010","Black","In State","Connecticut Juvenile Training School","Number","Children in Placement",3
"Region 6: Central","SFY 2009-2010","Black","In State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",1
"Region 6: Central","SFY 2009-2010","Black","In State","Independent Living","Number","Children in Placement",11
"Region 6: Central","SFY 2009-2010","Black","In State","Total","Number","Children in Placement",97
"Region 6: Central","SFY 2009-2010","Black","Out of State","Foster Care","Number","Children in Placement",1
"Region 6: Central","SFY 2009-2010","Black","Out of State","Relative Foster Care","Number","Children in Placement",5
"Region 6: Central","SFY 2009-2010","Black","Out of State","Special Study","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Black","Out of State","Therapeutic Foster Care","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Black","Out of State","PDC or Safe Home","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Black","Out of State","Shelter","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Black","Out of State","Group Home","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Black","Out of State","Residential Treatment Center","Number","Children in Placement",5
"Region 6: Central","SFY 2009-2010","Black","Out of State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Black","Out of State","Solnit Center","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Black","Out of State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Black","Out of State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Black","Out of State","Independent Living","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Black","Out of State","Total","Number","Children in Placement",11
"Region 6: Central","SFY 2009-2010","Hispanic","In State","Foster Care","Number","Children in Placement",78
"Region 6: Central","SFY 2009-2010","Hispanic","In State","Relative Foster Care","Number","Children in Placement",41
"Region 6: Central","SFY 2009-2010","Hispanic","In State","Special Study","Number","Children in Placement",13
"Region 6: Central","SFY 2009-2010","Hispanic","In State","Therapeutic Foster Care","Number","Children in Placement",54
"Region 6: Central","SFY 2009-2010","Hispanic","In State","PDC or Safe Home","Number","Children in Placement",9
"Region 6: Central","SFY 2009-2010","Hispanic","In State","Shelter","Number","Children in Placement",5
"Region 6: Central","SFY 2009-2010","Hispanic","In State","Group Home","Number","Children in Placement",36
"Region 6: Central","SFY 2009-2010","Hispanic","In State","Residential Treatment Center","Number","Children in Placement",14
"Region 6: Central","SFY 2009-2010","Hispanic","In State","High Meadows","Number","Children in Placement",2
"Region 6: Central","SFY 2009-2010","Hispanic","In State","Solnit Center","Number","Children in Placement",3
"Region 6: Central","SFY 2009-2010","Hispanic","In State","Connecticut Juvenile Training School","Number","Children in Placement",1
"Region 6: Central","SFY 2009-2010","Hispanic","In State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",1
"Region 6: Central","SFY 2009-2010","Hispanic","In State","Independent Living","Number","Children in Placement",9
"Region 6: Central","SFY 2009-2010","Hispanic","In State","Total","Number","Children in Placement",266
"Region 6: Central","SFY 2009-2010","Hispanic","Out of State","Foster Care","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Hispanic","Out of State","Relative Foster Care","Number","Children in Placement",1
"Region 6: Central","SFY 2009-2010","Hispanic","Out of State","Special Study","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Hispanic","Out of State","Therapeutic Foster Care","Number","Children in Placement",2
"Region 6: Central","SFY 2009-2010","Hispanic","Out of State","PDC or Safe Home","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Hispanic","Out of State","Shelter","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Hispanic","Out of State","Group Home","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Hispanic","Out of State","Residential Treatment Center","Number","Children in Placement",14
"Region 6: Central","SFY 2009-2010","Hispanic","Out of State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Hispanic","Out of State","Solnit Center","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Hispanic","Out of State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 6: Central","SFY 2009-2010","Hispanic","Out of State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
